# Time(days) Flux(e/s)
3318.869783 0.816143
3318.872098 0.802269
3318.874413 0.791243
3318.876728 0.795264
3318.879043 0.788777
3318.881357 0.783700
3318.883672 0.781387
3318.885987 0.775172
3318.888302 0.782244
3318.890617 0.774802
3318.892932 0.784602
3318.895246 0.778436
3318.897561 0.789103
3318.899876 0.789223
3318.902191 0.788549
3318.904506 0.792037
3318.906820 0.801233
3318.909135 0.821225
3318.911450 0.831130
3318.913765 0.854782
3318.916080 0.873289
3318.918395 0.895018
3318.920709 0.915489
3318.923024 0.928565
3318.925339 0.944113
3318.929969 0.979745
3318.932283 1.001563
3318.934598 1.013095
3318.936913 1.020478
3318.939228 1.037463
3318.941543 1.043569
3318.943858 1.059557
3318.946172 1.064631
3318.948487 1.074403
3318.950802 1.089984
3318.953117 1.093364
3318.955432 1.096480
3318.957746 1.103474
3318.960061 1.115006
3318.962376 1.114886
3318.964691 1.118859
3318.967006 1.123597
3318.969321 1.124017
3318.971635 1.125732
3318.973950 1.120765
3318.976265 1.127114
3318.978580 1.118299
3318.980895 1.113660
3318.983209 1.108899
3318.985524 1.109152
3318.987839 1.104451
3318.990154 1.096986
3318.992469 1.091994
3318.994784 1.082080
3318.997098 1.075601
3318.999413 1.064567
3319.001728 1.060192
3319.004043 1.043463
3319.006358 1.035746
3319.008672 1.024531
3319.010987 1.013752
3319.013302 1.006386
3319.015617 0.998481
3319.017932 0.975717
3319.020247 0.960171
3319.022561 0.936279
3319.024876 0.930508
3319.027191 0.902413
3319.029506 0.884466
3319.031821 0.858716
3319.034135 0.839537
3319.036450 0.816071
3319.038765 0.796516
3319.041080 0.789517
3319.043395 0.787196
3319.045710 0.785417
3319.048024 0.779713
3319.050339 0.776409
3319.052654 0.778910
3319.054969 0.777191
3319.057284 0.780901
3319.059598 0.786141
3319.061913 0.777268
3319.064228 0.783195
3319.066543 0.782341
3319.068858 0.778840
3319.071173 0.783543
3319.073487 0.784264
3319.075802 0.781197
3319.078117 0.796645
3319.080432 0.811350
3319.082747 0.833459
3319.085061 0.860278
3319.087376 0.888808
3319.089691 0.904658
3319.092006 0.930247
3319.094321 0.950738
3319.096636 0.969697
3319.098950 0.993282
3319.101265 1.006362
3319.103580 1.019704
3319.105895 1.030467
3319.108210 1.042077
3319.110524 1.058434
3319.112839 1.072890
3319.115154 1.073712
3319.117469 1.094608
3319.119784 1.093947
3319.122099 1.106108
3319.124413 1.112187
3319.126728 1.125400
3319.129043 1.131339
3319.131358 1.131529
3319.133673 1.139381
3319.135988 1.140045
3319.138302 1.150495
3319.140617 1.152263
3319.142932 1.155044
3319.145247 1.153036
3319.147562 1.157259
3319.149876 1.153648
3319.152191 1.145216
3319.154506 1.148200
3319.156821 1.145213
3319.159136 1.135759
3319.161451 1.134346
3319.163765 1.119758
3319.166080 1.112574
3319.168395 1.099934
3319.170710 1.094688
3319.173025 1.085149
3319.175339 1.074721
3319.177654 1.057159
3319.179969 1.046696
3319.182284 1.029330
3319.184599 1.015827
3319.186914 1.005810
3319.189228 0.992620
3319.191543 0.973899
3319.193858 0.951799
3319.196173 0.931060
3319.198488 0.910656
3319.200802 0.887700
3319.203117 0.865736
3319.205432 0.845048
3319.207747 0.827245
3319.210062 0.815098
3319.212377 0.800312
3319.214691 0.797501
3319.217006 0.788958
3319.219321 0.786656
3319.221636 0.787151
3319.223951 0.779524
3319.226265 0.779345
3319.228580 0.783770
3319.230895 0.788368
3319.233210 0.781301
3319.235525 0.780449
3319.237840 0.787923
3319.240154 0.784754
3319.242469 0.785686
3319.244784 0.797513
3319.247099 0.805601
3319.249414 0.822613
3319.251728 0.838900
3319.469322 1.133446
3319.471636 1.140714
3319.473951 1.138705
3319.476266 1.143406
3319.478581 1.148229
3319.480896 1.156526
3319.483210 1.156732
3319.485525 1.154088
3319.487840 1.154508
3319.490155 1.146473
3319.492470 1.147215
3319.494785 1.142684
3319.497099 1.137743
3319.499414 1.131660
3319.501729 1.130407
3319.504044 1.116073
3319.506359 1.109332
3319.508673 1.099511
3319.510988 1.086815
3319.513303 1.080313
3319.515618 1.071142
3319.517933 1.059901
3319.520248 1.040989
3319.522562 1.032742
3319.524877 1.014150
3319.527192 0.998719
3319.529507 0.977940
3319.531822 0.955586
3319.534137 0.944046
3319.536451 0.917107
3319.538766 0.901401
3319.541081 0.878955
3319.543396 0.858311
3319.545711 0.837711
3319.548025 0.821479
3319.550340 0.804659
3319.552655 0.800487
3319.554970 0.790187
3319.557285 0.787817
3319.559600 0.780771
3319.561914 0.777810
3319.564229 0.781471
3319.566544 0.780983
3319.568859 0.779559
3319.571174 0.775795
3319.573488 0.776813
3319.575803 0.775447
3319.578118 0.779959
3319.580433 0.781875
3319.582748 0.791114
3319.585063 0.795640
3319.587377 0.813348
3319.589692 0.827397
3319.592007 0.847657
3319.594322 0.866528
3319.596637 0.881794
3319.598951 0.904088
3319.601266 0.923514
3319.603581 0.943934
3319.605896 0.960353
3319.608211 0.972970
3319.610526 0.993205
3319.612840 1.004080
3319.615155 1.023562
3319.617470 1.029709
3319.619785 1.045175
3319.622100 1.050027
3319.624415 1.066016
3319.626729 1.074569
3319.629044 1.085324
3319.631359 1.094214
3319.633674 1.089227
3319.635989 1.102252
3319.638303 1.110459
3319.640618 1.107895
3319.642933 1.114655
3319.645248 1.117931
3319.647563 1.127425
3319.649878 1.124142
3319.652192 1.120859
3319.654507 1.119759
3319.656822 1.119837
3319.659137 1.121466
3319.661452 1.111852
3319.663766 1.109702
3319.666081 1.100201
3319.668396 1.095336
3319.670711 1.090835
3319.673026 1.085332
3319.675341 1.077731
3319.677655 1.066308
3319.679970 1.056459
3319.682285 1.049329
3319.684600 1.035579
3319.686915 1.028136
3319.689230 1.019687
3319.691544 1.007308
3319.693859 0.995342
3319.696174 0.978595
3319.698489 0.966626
3319.700804 0.945955
3319.703118 0.930947
3319.705433 0.914712
3319.707748 0.885118
3319.710063 0.869358
3319.712378 0.845933
3319.714693 0.821449
3319.717007 0.802815
3319.719322 0.782835
3319.721637 0.784097
3319.723952 0.779602
3319.726267 0.785063
3319.728581 0.778656
3319.730896 0.778345
3319.733211 0.776616
3319.735526 0.784119
3319.737841 0.779460
3319.740156 0.778414
3319.742470 0.776168
3319.744785 0.778930
3319.747100 0.776806
3319.749415 0.780656
3319.751730 0.783695
3319.754045 0.786052
3319.756359 0.790879
3319.758674 0.803389
3319.760989 0.831174
3319.763304 0.858140
3319.765619 0.877580
3319.767933 0.902781
3319.770248 0.925144
3319.772563 0.952189
3319.774878 0.962034
3319.777193 0.979466
3319.779508 1.003408
3319.781822 1.010830
3319.784137 1.021223
3319.786452 1.034869
3319.788767 1.053205
3319.791082 1.067367
3319.793396 1.071412
3319.795711 1.080809
3319.798026 1.097909
3319.800341 1.102627
3319.802656 1.113938
3319.804971 1.120908
3319.807285 1.120899
3319.809600 1.137311
3319.811915 1.148928
3319.814230 1.149908
3319.816545 1.147938
3319.818860 1.155957
3319.821174 1.146871
3319.823489 1.154261
3319.825804 1.153770
3319.828119 1.154961
3319.830434 1.151105
3319.832748 1.141961
3319.835063 1.145805
3319.837378 1.135463
3319.839693 1.128785
3319.842008 1.121311
3319.844323 1.112374
3319.846637 1.105590
3319.848952 1.099615
3319.851267 1.083548
3319.853582 1.071442
3319.855897 1.060942
3319.858211 1.043192
3319.860526 1.036040
3319.862841 1.020972
3319.865156 1.003872
3319.867471 0.992238
3319.869786 0.972258
3319.872100 0.953537
3319.874415 0.932508
3319.876730 0.918520
3319.879045 0.901673
3319.881360 0.873744
3319.883675 0.843252
3319.885989 0.826612
3319.888304 0.811315
3319.890619 0.801108
3319.892934 0.793088
3319.895249 0.787820
3319.897563 0.788461
3319.899878 0.780609
3319.902193 0.777805
3319.904508 0.776633
3319.906823 0.774261
3319.909138 0.773279
3319.911452 0.778614
3319.913767 0.780253
3319.916082 0.779971
3319.918397 0.782907
3319.920712 0.786656
3319.923027 0.790333
3319.925341 0.802166
3319.927656 0.815610
3319.929971 0.834360
3319.932286 0.853893
3319.934601 0.868164
3319.936915 0.893432
3319.939230 0.916095
3319.941545 0.931530
3319.943860 0.944786
3319.946175 0.972401
3319.948490 0.976085
3319.950804 0.999573
3319.953119 1.005528
3319.955434 1.020058
3319.957749 1.030896
3319.960064 1.048334
3319.962378 1.054719
3319.964693 1.064261
3319.967008 1.073879
3319.969323 1.082071
3319.971638 1.091380
3319.973953 1.096867
3319.976267 1.106369
3319.978582 1.115816
3319.980897 1.115529
3319.983212 1.113468
3319.985527 1.120307
3319.987842 1.126029
3319.990156 1.122697
3319.992471 1.121433
3319.994786 1.119383
3319.997101 1.118165
3319.999416 1.115687
3320.001730 1.113147
3320.004045 1.105536
3320.006360 1.102349
3320.008675 1.091573
3320.010990 1.083472
3320.013305 1.081513
3320.015619 1.070389
3320.017934 1.053927
3320.020249 1.054006
3320.022564 1.048151
3320.024879 1.032459
3320.027194 1.022004
3320.029508 1.011822
3320.031823 1.005722
3320.034138 0.983889
3320.036453 0.969502
3320.038768 0.949227
3320.041082 0.933155
3320.043397 0.916258
3320.045712 0.902046
3320.048027 0.879996
3320.050342 0.857952
3320.052657 0.837447
3320.054971 0.816233
3320.057286 0.794158
3320.059601 0.786977
3320.061916 0.785606
3320.064231 0.777667
3320.066546 0.780248
3320.068860 0.780400
3320.071175 0.776516
3320.073490 0.779708
3320.075805 0.777304
3320.078120 0.774815
3320.080434 0.782526
3320.082749 0.783771
3320.085064 0.780829
3320.087379 0.776338
3320.089694 0.777927
3320.092009 0.781379
3320.094323 0.784586
3320.096638 0.798845
3320.098953 0.820769
3320.101268 0.840777
3320.103583 0.859487
3320.105898 0.889146
3320.108212 0.910673
3320.110527 0.927871
3320.112842 0.950085
3320.115157 0.968017
3320.117472 0.991960
3320.119786 1.001730
3320.122101 1.016956
3320.124416 1.032481
3320.126731 1.046657
3320.129046 1.055226
3320.131361 1.061614
3320.133675 1.077209
3320.135990 1.086243
3320.138305 1.090840
3320.140620 1.110623
3320.142935 1.110662
3320.145250 1.118277
3320.147564 1.127277
3320.149879 1.136534
3320.152194 1.135108
3320.154509 1.136812
3320.156824 1.155831
3320.159138 1.150492
3320.161453 1.149574
3320.163768 1.151995
3320.166083 1.148303
3320.168398 1.147909
3320.170713 1.148247
3320.173027 1.144868
3320.175342 1.135168
3320.177657 1.136020
3320.179972 1.125813
3320.182287 1.114458
3320.184602 1.109511
3320.186916 1.103510
3320.189231 1.089333
3320.191546 1.078179
3320.193861 1.067812
3320.196176 1.056409
3320.198490 1.042819
3320.200805 1.028907
3320.203120 1.012399
3320.205435 0.999781
3320.207750 0.979751
3320.210065 0.964018
3320.212379 0.943230
3320.214694 0.921232
3320.217009 0.899149
3320.219324 0.880773
3320.221639 0.862679
3320.223954 0.843496
3320.226268 0.822652
3320.228583 0.803509
3320.230898 0.793477
3320.233213 0.788647
3320.235528 0.781956
3320.237842 0.783735
3320.240157 0.782144
3320.242472 0.783400
3320.244787 0.779028
3320.247102 0.777420
3320.249417 0.775902
3320.251731 0.776064
3320.254046 0.784346
3320.256361 0.782903
3320.258676 0.783938
3320.260991 0.788841
3320.263306 0.787530
3320.265620 0.811831
3320.267935 0.821334
3320.270250 0.839305
3320.272565 0.859800
3320.274880 0.883709
3320.277194 0.893099
3320.279509 0.920988
3320.281824 0.935678
3320.284139 0.956162
3320.286454 0.974426
3320.288769 0.989565
3320.291083 1.003849
3320.293398 1.005077
3320.295713 1.028238
3320.298028 1.033769
3320.300343 1.047090
3320.302658 1.063439
3320.304972 1.073859
3320.307287 1.079128
3320.309602 1.089736
3320.311917 1.096010
3320.314232 1.097431
3320.316546 1.104960
3320.318861 1.110358
3320.321176 1.115953
3320.323491 1.113938
3320.325806 1.118651
3320.328121 1.125855
3320.330435 1.123793
3320.332750 1.126798
3320.335065 1.122134
3320.337380 1.119320
3320.339695 1.114208
3320.342010 1.113992
3320.344324 1.100940
3320.346639 1.097902
3320.348954 1.092165
3320.351269 1.082862
3320.353584 1.077445
3320.355898 1.071295
3320.358213 1.056441
3320.360528 1.050793
3320.362843 1.037695
3320.365158 1.027012
3320.367473 1.016338
3320.369787 1.007238
3320.372102 1.000384
3320.374417 0.986911
3320.376732 0.962410
3320.379047 0.947517
3320.381362 0.932993
3320.383676 0.915079
3320.385991 0.892508
3320.388306 0.870468
3320.390621 0.847320
3320.392936 0.830945
3320.395250 0.801801
3320.397565 0.794708
3320.399880 0.783936
3320.402195 0.781721
3320.404510 0.780980
3320.406825 0.781611
3320.409139 0.782902
3320.411454 0.782777
3320.413769 0.777385
3320.416084 0.778228
3320.418399 0.779791
3320.420714 0.776316
3320.423028 0.783085
3320.425343 0.782248
3320.427658 0.782963
3320.429973 0.783642
3320.432288 0.781740
3320.434603 0.786372
3320.436917 0.799335
3320.439232 0.823649
3320.441547 0.846547
3320.443862 0.872842
3320.446177 0.896391
3320.448491 0.923849
3320.450806 0.944538
3320.453121 0.959649
3320.455436 0.980626
3320.457751 0.991086
3320.460066 1.010104
3320.462380 1.020418
3320.464695 1.036472
3320.467010 1.046817
3320.469325 1.050478
3320.471640 1.065734
3320.473955 1.080251
3320.476269 1.086197
3320.478584 1.097540
3320.480899 1.107286
3320.483214 1.113835
3320.485529 1.118890
3320.487843 1.125247
3320.490158 1.137404
3320.492473 1.144501
3320.494788 1.136427
3320.497103 1.140245
3320.499418 1.155162
3320.501732 1.152678
3320.504047 1.149109
3320.506362 1.150446
3320.508677 1.145740
3320.510992 1.145066
3320.513307 1.136462
3320.515621 1.138697
3320.517936 1.129854
3320.520251 1.123545
3320.522566 1.118209
3320.524881 1.105056
3320.527195 1.097766
3320.529510 1.090552
3320.531825 1.071108
3320.534140 1.060004
3320.536455 1.051162
3320.538770 1.034256
3320.541084 1.019636
3320.543399 1.008453
3320.545714 0.993590
3320.548029 0.973019
3320.550344 0.948000
3320.552659 0.941762
3320.554973 0.910183
3320.557288 0.892841
3320.559603 0.876074
3320.561918 0.842439
3320.564233 0.832102
3320.566548 0.816504
3320.568862 0.797881
3320.571177 0.792304
3320.573492 0.786079
3320.575807 0.788265
3320.578122 0.780429
3320.580436 0.777084
3320.582751 0.774363
3320.585066 0.778273
3320.587381 0.781039
3320.589696 0.776105
3320.592011 0.780218
3320.594325 0.773357
3320.596640 0.782578
3320.598955 0.784136
3320.601270 0.791296
3320.603585 0.796937
3320.605900 0.807826
3320.608214 0.826721
3320.610529 0.854762
3320.612844 0.865951
3320.615159 0.887229
3320.617474 0.905084
3320.619789 0.924646
3320.622103 0.950120
3320.624418 0.961875
3320.626733 0.972447
3320.629048 0.996087
3320.631363 1.003648
3320.633677 1.013473
3320.635992 1.031387
3320.638307 1.039564
3320.640622 1.049642
3320.642937 1.060429
3320.645252 1.067240
3320.647566 1.080190
3320.649881 1.084147
3320.652196 1.101729
3320.654511 1.103787
3320.656826 1.108200
3320.659141 1.112375
3320.661455 1.116833
3320.663770 1.120113
3320.666085 1.116157
3320.668400 1.123660
3320.670715 1.126526
3320.673029 1.112532
3320.675344 1.117568
3320.677659 1.114531
3320.679974 1.111703
3320.682289 1.105040
3320.684604 1.102875
3320.686918 1.099438
3320.689233 1.086451
3320.691548 1.080672
3320.693863 1.073011
3320.696178 1.065909
3320.698493 1.055957
3320.700807 1.046172
3320.703122 1.029934
3320.705437 1.022999
3320.707752 1.017406
3320.710067 1.002320
3320.712382 0.997401
3320.714696 0.981093
3320.717011 0.960943
3320.719326 0.947022
3320.721641 0.928601
3320.723956 0.906758
3320.726270 0.883987
3320.728585 0.863034
3320.730900 0.839454
3320.733215 0.821765
3320.735530 0.796453
3320.737845 0.780248
3320.740159 0.784668
3320.742474 0.782535
3320.744789 0.784185
3320.747104 0.780725
3320.749419 0.772456
3320.751734 0.781484
3320.754048 0.778411
3320.756363 0.780405
3320.758678 0.778574
3320.760993 0.779624
3320.763308 0.781524
3320.765623 0.785205
3320.767937 0.782920
3320.770252 0.785036
3320.772567 0.782920
3320.774882 0.796002
3320.777197 0.815455
3320.779511 0.836289
3320.781826 0.861626
3320.784141 0.884095
3320.786456 0.899991
3320.788771 0.926185
3320.791086 0.951619
3320.793400 0.969171
3320.795715 0.983511
3320.798030 1.005741
3320.800345 1.010371
3320.802660 1.030515
3320.804975 1.040466
3320.807289 1.050606
3320.809604 1.064751
3320.811919 1.070549
3320.814234 1.079665
3320.816549 1.092889
3320.818864 1.104623
3320.821178 1.116516
3320.823493 1.119592
3320.825808 1.125720
3320.828123 1.131239
3320.830438 1.142600
3320.832752 1.142118
3320.835067 1.143713
3320.837382 1.152848
3320.839697 1.148970
3320.842012 1.148935
3320.844327 1.151713
3320.846641 1.146660
3320.848956 1.149241
3320.851271 1.144556
3320.853586 1.141403
3320.855901 1.131351
3320.858216 1.129341
3320.860530 1.119605
3320.862845 1.112339
3320.865160 1.102476
3320.867475 1.089539
3320.869790 1.090628
3320.872105 1.069688
3320.874419 1.053353
3320.876734 1.045294
3320.879049 1.027771
3320.881364 1.017885
3320.883679 1.004914
3320.885993 0.993807
3320.888308 0.968680
3320.890623 0.944466
3320.892938 0.930985
3320.895253 0.913095
3320.897568 0.887594
3320.899882 0.865236
3320.902197 0.844131
3320.904512 0.823895
3320.906827 0.806878
3320.909142 0.793570
3320.911457 0.797344
3320.913771 0.789934
3320.916086 0.783175
3320.918401 0.784467
3320.920716 0.778724
3320.923031 0.779123
3320.925346 0.778443
3320.927660 0.778557
3320.929975 0.775655
3320.932290 0.781974
3320.934605 0.783996
3320.936920 0.783299
3320.939235 0.787366
3320.941549 0.788835
3320.943864 0.798941
3320.946179 0.822556
3320.948494 0.837852
3320.950809 0.853702
3320.953123 0.876688
3320.955438 0.891827
3320.957753 0.915434
3320.960068 0.936584
3320.962383 0.958574
3320.964698 0.968211
3320.967012 0.985272
3320.969327 0.996386
3320.971642 1.006122
3320.973957 1.023845
3320.976272 1.035622
3320.978587 1.047512
3320.980901 1.054378
3320.983216 1.065796
3320.985531 1.078500
3320.987846 1.084052
3320.990161 1.093143
3320.992476 1.101118
3320.994790 1.104385
3320.997105 1.108369
3320.999420 1.115072
3321.001735 1.123117
3321.004050 1.125056
3321.006364 1.125652
3321.008679 1.118876
3321.010994 1.123284
3321.013309 1.122817
3321.015624 1.116536
3321.017939 1.118933
3321.020253 1.105763
3321.022568 1.106023
3321.024883 1.097807
3321.027198 1.099214
3321.029513 1.087887
3321.031828 1.079133
3321.034142 1.069052
3321.036457 1.065552
3321.038772 1.048850
3321.041087 1.042457
3321.043402 1.029187
3321.045717 1.025192
3321.048031 1.013578
3321.050346 0.995860
3321.052661 0.984673
3321.054976 0.970080
3321.057291 0.956057
3321.059606 0.936476
3321.061920 0.923228
3321.064235 0.895652
3321.066550 0.874137
3321.068865 0.852315
3321.071180 0.831556
3321.073494 0.809580
3321.075809 0.789333
3321.078124 0.776154
3321.080439 0.781833
3321.082754 0.781706
3321.085069 0.783423
3321.087383 0.782510
3321.089698 0.783129
3321.092013 0.775961
3321.094328 0.779902
3321.096643 0.781584
3321.098958 0.778187
3321.101272 0.779900
3321.103587 0.776266
3321.105902 0.786815
3321.108217 0.784648
3321.110532 0.785505
3321.112847 0.789190
3321.115161 0.806131
3321.117476 0.822332
3321.119791 0.846231
3321.122106 0.867234
3321.124421 0.890176
3321.126736 0.918011
3321.129050 0.935719
3321.131365 0.957979
3321.133680 0.974605
3321.135995 0.993430
3321.138310 1.009226
3321.140624 1.021154
3321.142939 1.031592
3321.145254 1.049007
3321.147569 1.059777
3321.149884 1.070074
3321.152199 1.071198
3321.154513 1.091462
3321.156828 1.101655
3321.159143 1.107849
3321.161458 1.118126
3321.163773 1.120919
3321.166088 1.127161
3321.168402 1.132668
3321.170717 1.137601
3321.173032 1.146913
3321.175347 1.149561
3321.177662 1.153088
3321.179977 1.154709
3321.182291 1.148798
3321.184606 1.153796
3321.186921 1.152391
3321.189236 1.149684
3321.191551 1.147942
3321.193866 1.142278
3321.196180 1.129722
3321.198495 1.122917
3321.200810 1.119131
3321.203125 1.110355
3321.205440 1.093429
3321.207755 1.083765
3321.210069 1.074362
3321.212384 1.067705
3321.214699 1.053420
3321.217014 1.041039
3321.219329 1.025454
3321.221643 1.012169
3321.223958 0.991824
3321.226273 0.974392
3321.228588 0.960089
3321.230903 0.945379
3321.233218 0.922114
3321.235532 0.903469
3321.237847 0.881606
3321.240162 0.857671
3321.242477 0.838027
3321.244792 0.819128
3321.247107 0.802087
3321.249421 0.798763
3321.251736 0.787514
3321.254051 0.782948
3321.256366 0.782826
3321.258681 0.783454
3321.260996 0.778058
3321.263310 0.778332
3321.265625 0.778051
3321.267940 0.778071
3321.270255 0.781136
3321.272570 0.781448
3321.274885 0.782513
3321.277199 0.780593
3321.279514 0.785372
3321.281829 0.786478
3321.284144 0.813412
3321.286459 0.825296
3321.288773 0.844631
3321.291088 0.867208
3321.293403 0.887254
3321.295718 0.906426
3321.298033 0.926960
3321.300348 0.944021
3321.302662 0.961443
3321.304977 0.970968
3321.307292 0.990696
3321.309607 1.001725
3321.311922 1.018207
3321.314237 1.027684
3321.316551 1.034419
3321.318866 1.057082
3321.321181 1.059543
3321.323496 1.068082
3321.325811 1.087540
3321.328126 1.084769
3321.330440 1.101315
3321.332755 1.102499
3321.335070 1.114489
3321.337385 1.112369
3321.339700 1.119245
3321.342015 1.123441
3321.344329 1.120459
3321.346644 1.117682
3321.348959 1.122555
3321.351274 1.126919
3321.353589 1.119067
3321.355904 1.113516
3321.358218 1.112459
3321.360533 1.113397
3321.362848 1.106216
3321.365163 1.102930
3321.367478 1.090803
3321.369793 1.082251
3321.372107 1.077891
3321.374422 1.065980
3321.376737 1.055229
3321.379052 1.048115
3321.381367 1.034187
3321.383681 1.031142
3321.385996 1.015473
3321.388311 1.003772
3321.390626 0.991911
3321.392941 0.979208
3321.395256 0.963280
3321.397570 0.952627
3321.399885 0.932195
3321.402200 0.913789
3321.404515 0.888940
3321.406830 0.864855
3321.409145 0.843421
3321.411459 0.827793
3321.413774 0.799417
3321.416089 0.784358
3321.418404 0.785438
3321.420719 0.782930
3321.423034 0.780423
3321.425348 0.779529
3321.427663 0.778921
3321.429978 0.783169
3321.432293 0.778823
3321.434608 0.779495
3321.436923 0.784269
3321.439237 0.783984
3321.441552 0.784893
3321.443867 0.782125
3321.446182 0.782722
3321.448497 0.782306
3321.450812 0.783930
3321.453126 0.792556
3321.455441 0.808254
3321.457756 0.833500
3321.460071 0.855763
3321.462386 0.875826
3321.464701 0.904359
3321.467015 0.922518
3321.469330 0.944172
3321.471645 0.962996
3321.473960 0.986881
3321.476275 1.001421
3321.478589 1.013492
3321.480904 1.025195
3321.483219 1.037934
3321.485534 1.047837
3321.487849 1.065351
3321.490164 1.072113
3321.492478 1.080629
3321.494793 1.099580
3321.497108 1.103658
3321.499423 1.112792
3321.501738 1.123142
3321.504053 1.128179
3321.506367 1.136169
3321.508682 1.141375
3321.510997 1.140435
3321.513312 1.147670
3321.515627 1.156682
3321.517942 1.152621
3321.520256 1.149171
3321.522571 1.156313
3321.524886 1.154268
3321.527201 1.145115
3321.529516 1.144831
3321.531831 1.142020
3321.534145 1.134072
3321.536460 1.125049
3321.538775 1.123813
3321.541090 1.111684
3321.543405 1.102596
3321.545720 1.094168
3321.548034 1.081275
3321.550349 1.069140
3321.552664 1.064472
3321.554979 1.047118
3321.557294 1.035008
3321.559609 1.016151
3321.561923 0.998849
3321.564238 0.988347
3321.566553 0.966402
3321.568868 0.952782
3321.571183 0.935245
3321.573497 0.910955
3321.575812 0.892071
3321.578127 0.870000
3321.580442 0.852799
3321.582757 0.835717
3321.585072 0.815613
3321.587386 0.792335
3321.589701 0.792883
3321.592016 0.784791
3321.594331 0.785885
3321.596646 0.781593
3321.598961 0.777970
3321.601275 0.782364
3321.603590 0.779162
3321.605905 0.778823
3321.608220 0.776436
3321.610535 0.777885
3321.612850 0.779293
3321.615164 0.783055
3321.617479 0.786909
3321.619794 0.790498
3321.622109 0.799938
3321.624424 0.818857
3321.626739 0.835464
3321.629053 0.855051
3321.631368 0.875135
3321.633683 0.891747
3321.635998 0.912099
3321.638313 0.935253
3321.640628 0.950684
3321.642942 0.966217
3321.645257 0.977006
3321.647572 0.991142
3321.649887 1.003594
3321.652202 1.022488
3321.654517 1.036723
3321.656831 1.049465
3321.659146 1.057138
3321.661461 1.067549
3321.663776 1.072707
3321.666091 1.083736
3321.668406 1.088974
3321.670720 1.099636
3321.673035 1.101632
3321.675350 1.113274
3321.677665 1.116500
3321.679980 1.120390
3321.682295 1.119048
3321.684609 1.123942
3321.686924 1.121238
3321.689239 1.123053
3321.691554 1.118060
3321.693869 1.123525
3321.696183 1.115363
3321.698498 1.113037
3321.700813 1.108101
3321.703128 1.107547
3321.705443 1.096020
3321.707758 1.088225
3321.710072 1.076840
3321.712387 1.069467
3321.714702 1.056401
3321.717017 1.056323
3321.719332 1.044212
3321.721647 1.036214
3321.723961 1.031144
3321.726276 1.019196
3321.728591 0.998950
3321.730906 0.994559
3321.733221 0.972962
3321.735536 0.963645
3321.737850 0.941231
3321.740165 0.921548
3321.742480 0.896095
3321.744795 0.881788
3321.747110 0.855690
3321.749425 0.834992
3321.751739 0.814655
3321.754054 0.792048
3321.756369 0.783105
3321.758684 0.781050
3321.760999 0.781655
3321.763314 0.784991
3321.765628 0.780508
3321.767943 0.778441
3321.770258 0.781455
3321.772573 0.776500
3321.774888 0.774909
3321.777203 0.782943
3321.779517 0.778312
3321.781832 0.779501
3321.784147 0.779400
3321.786462 0.784795
3321.788777 0.783414
3321.791092 0.784439
3321.793406 0.796566
3321.795721 0.816173
3321.798036 0.841599
3321.800351 0.859303
3321.802666 0.886608
3321.804981 0.910720
3321.807295 0.934102
3321.809610 0.957251
3321.811925 0.966756
3321.814240 0.991946
3321.816555 1.010729
3321.818870 1.024073
3321.821184 1.035378
3321.823499 1.050715
3321.825814 1.059095
3321.828129 1.067414
3321.830444 1.084917
3321.832759 1.089252
3321.835073 1.096758
3321.837388 1.106091
3321.839703 1.116202
3321.842018 1.119627
3321.844333 1.125640
3321.846647 1.132776
3321.848962 1.138593
3321.851277 1.151269
3321.853592 1.149642
3321.855907 1.150460
3321.858222 1.147451
3321.860536 1.148857
3321.862851 1.151464
3321.865166 1.151918
3321.867481 1.149475
3321.869796 1.146169
3321.872111 1.142079
3321.874425 1.133308
3321.876740 1.125963
3321.879055 1.119966
3321.881370 1.105152
3321.883685 1.095476
3321.886000 1.090211
3321.888314 1.082876
3321.890629 1.068431
3321.892944 1.060247
3321.895259 1.040373
3321.897574 1.029094
3321.899889 1.013970
3321.902203 0.998051
3321.904518 0.979406
3321.906833 0.956230
3321.909148 0.944068
3321.911463 0.922897
3321.913778 0.896494
3321.916092 0.885185
3321.918407 0.866276
3321.920722 0.839213
3321.923037 0.822388
3321.925352 0.804286
3321.927667 0.797092
3321.929981 0.790523
3321.932296 0.785194
3321.934611 0.778145
3321.936926 0.783545
3321.939241 0.774642
3321.941556 0.772080
3321.943870 0.770812
3321.946185 0.777999
3321.948500 0.777817
3321.950815 0.780690
3321.953130 0.782331
3321.955445 0.784938
3321.957759 0.785579
3321.960074 0.794784
3321.962389 0.804885
3321.964704 0.825934
3321.967019 0.838950
3321.969334 0.864155
3321.971648 0.881490
3321.973963 0.899862
3321.976278 0.910575
3321.978593 0.939128
3321.980908 0.962294
3321.983223 0.975576
3321.985537 0.983763
3321.987852 1.003037
3321.990167 1.013667
3321.992482 1.027580
3321.994797 1.036854
3321.997112 1.054134
3321.999426 1.056044
3322.001741 1.072049
3322.004056 1.080253
3322.006371 1.090522
3322.008686 1.099287
3322.011001 1.099447
3322.013315 1.112118
3322.015630 1.112277
3322.017945 1.119987
3322.020260 1.126214
3322.022575 1.124454
3322.024890 1.119108
3322.027204 1.115251
