# Time(days) Flux(e/s)
3333.839860 0.793469
3333.842175 0.809396
3333.844489 0.830496
3333.846804 0.848616
3333.849119 0.868604
3333.851434 0.887011
3333.853749 0.908837
3333.856064 0.924153
3333.858379 0.944488
3333.860693 0.961250
3333.863008 0.980309
3333.865323 0.988125
3333.867638 1.011434
3333.869953 1.017768
3333.872268 1.031462
3333.874583 1.039521
3333.876897 1.053896
3333.879212 1.057850
3333.881527 1.074978
3333.883842 1.081962
3333.886157 1.090827
3333.888472 1.102320
3333.890787 1.101814
3333.893101 1.102951
3333.895416 1.112073
3333.897731 1.121201
3333.900046 1.118335
3333.902361 1.121087
3333.904676 1.125340
3333.906991 1.115171
3333.909305 1.126431
3333.911620 1.116388
3333.913935 1.123760
3333.916250 1.110270
3333.918565 1.116657
3333.920880 1.106652
3333.923195 1.101356
3333.925509 1.087789
3333.927824 1.090310
3333.930139 1.078244
3333.932454 1.070042
3333.934769 1.056023
3333.937084 1.046572
3333.939399 1.041055
3333.941714 1.030838
3333.944028 1.019294
3333.946343 1.009411
3333.948658 0.995852
3333.950973 0.983231
3333.953288 0.969792
3333.955603 0.946062
3333.957918 0.934120
3333.960232 0.912358
3333.962547 0.893168
3333.964862 0.867505
3333.967177 0.843894
3333.969492 0.824903
3333.971807 0.807134
3333.974122 0.794145
3333.976436 0.789064
3333.978751 0.782612
3333.981066 0.789215
3333.983381 0.787795
3333.985696 0.785489
3333.988011 0.788816
3333.990326 0.789517
3333.992640 0.789017
3333.994955 0.789231
3333.997270 0.791832
3333.999585 0.790322
3334.001900 0.793655
3334.004215 0.793102
3334.006530 0.793485
3334.008844 0.795469
3334.011159 0.800557
3334.013474 0.819351
3334.015789 0.839265
3334.018104 0.860627
3334.020419 0.890124
3334.022734 0.912807
3334.025048 0.937003
3334.027363 0.949803
3334.029678 0.974886
3334.031993 0.998003
3334.034308 1.006232
3334.036623 1.025825
3334.038938 1.035986
3334.041252 1.050063
3334.043567 1.059335
3334.045882 1.072978
3334.048197 1.082089
3334.050512 1.086943
3334.052827 1.101436
3334.055142 1.111205
3334.057457 1.118712
3334.059771 1.122635
3334.062086 1.130987
3334.064401 1.137631
3334.066716 1.143746
3334.069031 1.146255
3334.071346 1.148462
3334.073661 1.153619
3334.075975 1.160178
3334.078290 1.152514
3334.080605 1.154846
3334.082920 1.155567
3334.085235 1.157405
3334.087550 1.145662
3334.089865 1.148618
3334.092179 1.138823
3334.094494 1.129049
3334.096809 1.124097
3334.099124 1.118954
3334.101439 1.100691
3334.103754 1.093052
3334.106069 1.086140
3334.108383 1.074113
3334.110698 1.059357
3334.113013 1.047251
3334.115328 1.035896
3334.117643 1.024619
3334.119958 1.007566
3334.122273 0.985382
3334.124587 0.965715
3334.126902 0.948426
3334.129217 0.935745
3334.131532 0.915252
3334.133847 0.897239
3334.136162 0.873516
3334.138477 0.849550
3334.140792 0.828957
3334.143106 0.809568
3334.145421 0.799838
3334.147736 0.793757
3334.150051 0.794845
3334.152366 0.789873
3334.154681 0.783884
3334.156996 0.777185
3334.159310 0.780614
3334.161625 0.773572
3334.163940 0.774674
3334.166255 0.780239
3334.168570 0.775129
3334.170885 0.777175
3334.173200 0.778128
3334.175514 0.788025
3334.177829 0.790682
3334.180144 0.798253
3334.182459 0.815244
3334.184774 0.836197
3334.187089 0.856856
3334.189404 0.873761
3334.191718 0.899595
3334.194033 0.912096
3334.196348 0.932408
3334.198663 0.946232
3334.200978 0.972430
3334.203293 0.982752
3334.205608 0.995596
3334.207922 1.014756
3334.210237 1.027662
3334.212552 1.037513
3334.214867 1.050664
3334.217182 1.057498
3334.219497 1.067086
3334.221812 1.077913
3334.224127 1.085549
3334.226441 1.094079
3334.228756 1.097996
3334.231071 1.106951
3334.233386 1.118354
3334.235701 1.117117
3334.238016 1.112607
3334.240331 1.123834
3334.242645 1.122907
3334.244960 1.129225
3334.247275 1.128921
3334.249590 1.122005
3334.251905 1.120435
3334.254220 1.115977
3334.256535 1.110021
3334.258849 1.108869
3334.261164 1.105147
3334.263479 1.095964
3334.265794 1.095592
3334.268109 1.081599
3334.270424 1.077902
3334.272739 1.066472
3334.275053 1.050474
3334.277368 1.047610
3334.279683 1.033164
3334.281998 1.025422
3334.284313 1.020105
3334.286628 1.007546
3334.288943 0.992658
3334.291257 0.968870
3334.293572 0.959804
3334.295887 0.941531
3334.298202 0.921760
3334.300517 0.907104
3334.302832 0.877969
3334.305147 0.852476
3334.307462 0.838954
3334.309776 0.818466
3334.312091 0.799604
3334.314406 0.792294
3334.316721 0.786859
3334.319036 0.790649
3334.321351 0.792968
3334.323666 0.784670
3334.325980 0.785997
3334.328295 0.789914
3334.330610 0.785882
3334.332925 0.782877
3334.335240 0.787273
3334.337555 0.784289
3334.339870 0.786643
3334.342184 0.790342
3334.344499 0.787569
3334.346814 0.792006
3334.349129 0.795736
3334.351444 0.806141
3334.353759 0.830428
3334.356074 0.849112
3334.358388 0.876214
3334.360703 0.902982
3334.363018 0.920442
3334.365333 0.945253
3334.367648 0.962820
3334.369963 0.981706
3334.372278 0.999092
3334.374593 1.015897
3334.376907 1.029808
3334.379222 1.038260
3334.381537 1.051659
3334.383852 1.063589
3334.386167 1.071250
3334.388482 1.082718
3334.390797 1.095220
3334.393111 1.102039
3334.395426 1.113170
3334.397741 1.122184
3334.400056 1.124678
3334.402371 1.132846
3334.404686 1.138278
3334.407001 1.146604
3334.409315 1.149988
3334.411630 1.155075
3334.413945 1.155545
3334.416260 1.155123
3334.418575 1.156691
3334.420890 1.154081
3334.423205 1.151206
3334.425519 1.147428
3334.427834 1.144083
3334.430149 1.138420
3334.432464 1.138283
3334.434779 1.126363
3334.437094 1.118905
3334.439409 1.115871
3334.441724 1.104107
3334.444038 1.092211
3334.446353 1.078595
3334.448668 1.069849
3334.450983 1.057354
3334.453298 1.047260
3334.455613 1.035685
3334.457928 1.014474
3334.460242 1.001462
3334.462557 0.983308
3334.464872 0.962384
3334.467187 0.941579
3334.469502 0.923568
3334.471817 0.904850
3334.474132 0.884727
3334.476446 0.866127
3334.478761 0.839818
3334.481076 0.823682
3334.483391 0.806421
3334.485706 0.798802
3334.488021 0.789818
3334.490336 0.790537
3334.492651 0.782413
3334.494965 0.778244
3334.497280 0.779293
3334.499595 0.777970
3334.501910 0.778139
3334.504225 0.776841
3334.506540 0.775025
3334.508855 0.780233
3334.511169 0.782363
3334.513484 0.780299
3334.515799 0.786573
3334.518114 0.794811
3334.520429 0.800389
3334.522744 0.828796
3334.525059 0.843514
3334.527373 0.862485
3334.529688 0.884414
3334.532003 0.904531
3334.534318 0.924096
3334.536633 0.939217
3334.538948 0.957698
3334.541263 0.970946
3334.543577 0.993711
3334.545892 1.002400
3334.548207 1.015687
3334.550522 1.027067
3334.552837 1.035839
3334.555152 1.051747
3334.557467 1.059865
3334.559782 1.071642
3334.562096 1.081981
3334.564411 1.084002
3334.566726 1.102101
3334.569041 1.104281
3334.571356 1.108472
3334.573671 1.117609
3334.575986 1.127178
3334.578300 1.123442
3334.580615 1.125829
3334.582930 1.124989
3334.585245 1.126395
3334.587560 1.119324
3334.589875 1.127789
3334.592190 1.118520
3334.594504 1.120722
3334.596819 1.113868
3334.599134 1.106875
3334.601449 1.108898
3334.603764 1.101497
3334.606079 1.085276
3334.608394 1.078736
3334.610709 1.077094
3334.613023 1.065925
3334.615338 1.058519
3334.617653 1.046100
3334.619968 1.032440
3334.622283 1.024701
3334.624598 1.015250
3334.626913 1.000312
3334.629227 0.989372
3334.631542 0.970047
3334.633857 0.955684
3334.636172 0.936502
3334.638487 0.915439
3334.640802 0.893193
3334.643117 0.870646
3334.645431 0.847004
3334.647746 0.830822
3334.650061 0.812359
3334.652376 0.796273
3334.654691 0.788183
3334.657006 0.785794
3334.659321 0.793379
3334.661636 0.794264
3334.663950 0.789239
3334.666265 0.785562
3334.668580 0.791976
3334.670895 0.793605
3334.673210 0.786015
3334.675525 0.782649
3334.677840 0.787048
3334.680154 0.792159
3334.682469 0.790797
3334.684784 0.787039
3334.687099 0.790943
3334.689414 0.793518
3334.691729 0.814898
3334.694044 0.842704
3334.696358 0.860024
3334.698673 0.887447
3334.700988 0.914540
3334.703303 0.926292
3334.705618 0.950598
3334.707933 0.971884
3334.710248 0.983534
3334.712562 1.006505
3334.714877 1.018358
3334.717192 1.029161
3334.719507 1.044907
3334.721822 1.060679
3334.724137 1.063445
3334.726452 1.078016
3334.728767 1.088153
3334.731081 1.099771
3334.733396 1.100975
3334.735711 1.111348
3334.738026 1.116939
3334.740341 1.127738
3334.742656 1.134906
3334.744971 1.137996
3334.747285 1.146124
3334.749600 1.146360
3334.751915 1.156981
3334.754230 1.148073
3334.756545 1.152640
3334.758860 1.155682
3334.761175 1.151016
3334.763490 1.155250
3334.765804 1.145162
3334.768119 1.150524
3334.770434 1.136680
3334.772749 1.128665
3334.775064 1.126338
3334.777379 1.112724
3334.779694 1.106703
3334.782008 1.096883
3334.784323 1.087250
3334.786638 1.073160
3334.788953 1.064984
3334.791268 1.054014
3334.793583 1.037580
3334.795898 1.029662
3334.798212 1.011052
3334.800527 0.997377
3334.802842 0.975828
3334.805157 0.959923
3334.807472 0.938210
3334.809787 0.913683
3334.812102 0.892156
3334.814417 0.870108
3334.816731 0.856434
3334.819046 0.835316
3334.821361 0.816108
3334.823676 0.807935
3334.825991 0.798284
3334.828306 0.785744
3334.830621 0.782198
3334.832935 0.782130
3334.835250 0.784435
3334.837565 0.778741
3334.839880 0.775844
3334.842195 0.774976
3334.844510 0.773969
3334.846825 0.778971
3334.849139 0.779288
3334.851454 0.780723
3334.853769 0.779814
3334.856084 0.784248
3334.858399 0.797403
3334.860714 0.809829
3334.863029 0.826584
3334.865344 0.846075
3334.867658 0.874734
3334.869973 0.890205
3334.872288 0.913428
3334.874603 0.930012
3334.876918 0.946047
3334.879233 0.959816
3334.881548 0.976304
3334.883862 0.996808
3334.886177 1.011987
3334.888492 1.018806
3334.890807 1.034285
3334.893122 1.049250
3334.895437 1.059307
3334.897752 1.069793
3334.900066 1.076249
3334.902381 1.088868
3334.904696 1.097182
3334.907011 1.101500
3334.909326 1.106519
3334.911641 1.110504
3334.913956 1.115604
3334.916271 1.117129
3334.918585 1.117005
3334.920900 1.128624
3334.923215 1.122559
3334.925530 1.126081
3334.927845 1.126656
3334.930160 1.117999
3334.932475 1.119722
3334.934789 1.120585
3334.937104 1.110105
3334.939419 1.104922
3334.941734 1.101418
3334.944049 1.095091
3334.946364 1.082169
3334.948679 1.082764
3334.950994 1.069002
3334.953308 1.060449
3334.955623 1.054094
3334.957938 1.036296
3334.960253 1.026884
3334.962568 1.022802
3334.964883 1.006355
3334.967198 0.998134
3334.969512 0.982386
3334.971827 0.961863
3334.974142 0.948821
3334.976457 0.929159
3334.978772 0.913731
3334.981087 0.882817
3334.983402 0.863964
3334.985716 0.844034
3334.988031 0.823639
3334.990346 0.801112
3334.992661 0.781296
3334.994976 0.786228
3334.997291 0.789019
3334.999606 0.785507
3335.001921 0.785250
3335.004235 0.790180
3335.006550 0.786714
3335.008865 0.790559
3335.011180 0.783458
3335.013495 0.793149
3335.015810 0.788803
3335.018125 0.789123
3335.020439 0.784584
3335.022754 0.789417
3335.025069 0.791210
3335.027384 0.793001
3335.029699 0.807407
3335.032014 0.825867
3335.034329 0.846148
3335.036644 0.874249
3335.038958 0.893085
3335.041273 0.913060
3335.043588 0.941314
3335.045903 0.956641
3335.048218 0.974187
3335.050533 1.002945
3335.052848 1.010931
3335.055162 1.027088
3335.057477 1.036097
3335.059792 1.048288
3335.062107 1.056503
3335.064422 1.069979
3335.066737 1.076621
3335.069052 1.088825
3335.071366 1.099017
3335.073681 1.108192
3335.075996 1.114163
3335.078311 1.125034
3335.080626 1.131054
3335.082941 1.139066
3335.085256 1.144504
3335.087571 1.149856
3335.089885 1.150810
3335.092200 1.154478
3335.094515 1.151813
3335.096830 1.153806
3335.099145 1.155375
3335.101460 1.156405
3335.103775 1.150646
3335.106089 1.146140
3335.108404 1.142608
3335.110719 1.140731
3335.113034 1.129188
3335.115349 1.126333
3335.117664 1.115238
3335.119979 1.104289
3335.122294 1.099521
3335.124608 1.086753
3335.126923 1.069951
3335.129238 1.056053
3335.131553 1.045491
3335.133868 1.035815
3335.136183 1.019590
3335.138498 1.002849
3335.140812 0.985068
3335.143127 0.974520
3335.145442 0.946897
3335.147757 0.937081
3335.150072 0.911844
3335.152387 0.893182
3335.154702 0.870651
3335.157017 0.841335
3335.159331 0.829034
3335.161646 0.811062
3335.163961 0.800004
3335.166276 0.796705
3335.168591 0.791324
3335.170906 0.783233
3335.173221 0.783136
3335.175535 0.779488
3335.177850 0.778809
3335.180165 0.775618
3335.182480 0.770361
3335.184795 0.780248
3335.187110 0.775234
3335.189425 0.778054
3335.191739 0.782575
3335.194054 0.788043
3335.196369 0.786651
3335.198684 0.797186
3335.200999 0.818654
3335.203314 0.838359
3335.205629 0.852955
3335.207944 0.875802
3335.210258 0.899153
3335.212573 0.919896
3335.214888 0.939345
3335.217203 0.952724
3335.219518 0.971145
3335.221833 0.988382
3335.224148 0.997346
3335.226462 1.008456
3335.228777 1.027700
3335.231092 1.040389
3335.233407 1.045812
3335.235722 1.063937
3335.238037 1.070521
3335.240352 1.077973
3335.242667 1.084208
3335.244981 1.092357
3335.247296 1.101367
3335.249611 1.107478
3335.251926 1.114019
3335.254241 1.116038
3335.256556 1.120596
3335.258871 1.123453
3335.261185 1.123606
3335.263500 1.130329
3335.265815 1.127262
3335.268130 1.127216
3335.270445 1.125349
3335.272760 1.119166
3335.275075 1.115886
3335.277390 1.108213
3335.279704 1.109701
3335.282019 1.101511
3335.284334 1.088501
3335.286649 1.083633
3335.288964 1.075016
3335.291279 1.070852
3335.293594 1.057198
3335.295908 1.047119
3335.298223 1.034293
3335.300538 1.032377
3335.302853 1.023679
3335.305168 1.003283
3335.307483 0.992974
3335.309798 0.980116
3335.312113 0.960335
3335.314427 0.938989
3335.316742 0.920444
3335.319057 0.903864
3335.321372 0.881943
3335.323687 0.858559
3335.326002 0.837036
3335.328317 0.814807
3335.330631 0.801364
3335.332946 0.788150
3335.335261 0.786549
3335.337576 0.785061
3335.339891 0.785518
3335.342206 0.784052
3335.344521 0.784175
3335.346836 0.787937
3335.349150 0.788642
3335.351465 0.786808
3335.353780 0.786815
3335.356095 0.789377
3335.358410 0.789785
3335.360725 0.785732
3335.363040 0.787285
3335.365354 0.789885
3335.367669 0.791532
3335.369984 0.813303
3335.372299 0.834750
3335.374614 0.854792
3335.376929 0.881473
3335.379244 0.899575
3335.381559 0.924765
3335.383873 0.946514
3335.386188 0.965041
3335.388503 0.982453
3335.390818 1.006681
3335.393133 1.015598
3335.395448 1.030742
3335.397763 1.041039
3335.400077 1.049667
3335.402392 1.064605
3335.404707 1.071253
3335.407022 1.083797
3335.409337 1.094674
3335.411652 1.102669
3335.413967 1.110596
3335.416282 1.116166
3335.418596 1.124612
3335.420911 1.134695
3335.423226 1.135310
3335.425541 1.143297
3335.427856 1.148923
3335.430171 1.150427
3335.432486 1.153523
3335.434800 1.159371
3335.437115 1.154803
3335.439430 1.154571
3335.441745 1.150195
3335.444060 1.146303
3335.446375 1.143576
3335.448690 1.139280
3335.451005 1.134001
3335.453319 1.127264
3335.455634 1.118431
3335.457949 1.110387
3335.460264 1.100837
3335.462579 1.090572
3335.464894 1.079194
3335.467209 1.066848
3335.469523 1.050909
3335.471838 1.047814
3335.474153 1.025978
3335.476468 1.018260
3335.478783 1.000004
3335.481098 0.984682
3335.483413 0.964819
3335.485728 0.941749
3335.488042 0.920873
3335.490357 0.906422
3335.492672 0.881569
3335.494987 0.859318
3335.497302 0.837150
3335.499617 0.821587
3335.501932 0.808433
3335.504246 0.794660
3335.506561 0.794251
3335.508876 0.794948
3335.511191 0.790443
3335.513506 0.778170
3335.515821 0.777351
3335.518136 0.770511
3335.520451 0.778333
3335.522765 0.773505
3335.525080 0.776997
3335.527395 0.778316
3335.529710 0.780122
3335.532025 0.782797
3335.534340 0.786198
3335.536655 0.793007
3335.538969 0.807960
3335.541284 0.824177
3335.543599 0.845993
3335.545914 0.870036
3335.548229 0.887078
3335.550544 0.903295
3335.552859 0.923697
3335.555174 0.941134
3335.557488 0.960506
3335.559803 0.977502
3335.562118 0.988836
3335.564433 1.007272
3335.566748 1.017141
3335.569063 1.029126
3335.571378 1.042789
3335.573693 1.045749
3335.576007 1.063228
3335.578322 1.068052
3335.580637 1.082329
3335.582952 1.089572
3335.585267 1.098314
3335.587582 1.102270
3335.589897 1.108997
3335.592211 1.113058
3335.594526 1.118638
3335.596841 1.119696
3335.599156 1.124788
3335.601471 1.123520
3335.603786 1.127569
3335.606101 1.127017
3335.608416 1.120331
3335.610730 1.126313
3335.613045 1.122400
3335.615360 1.115349
3335.617675 1.108544
3335.619990 1.105461
3335.622305 1.094852
3335.624620 1.091170
3335.626934 1.077959
3335.629249 1.074333
3335.631564 1.058654
3335.633879 1.052245
3335.636194 1.044937
3335.638509 1.031503
3335.640824 1.018480
3335.643139 1.008014
3335.645453 0.998634
3335.647768 0.987831
3335.650083 0.970654
3335.652398 0.951534
3335.654713 0.940449
3335.657028 0.911579
3335.659343 0.891673
3335.661657 0.868816
3335.663972 0.847527
3335.666287 0.824566
3335.668602 0.811290
3335.670917 0.792144
3335.673232 0.792466
3335.675547 0.787863
3335.677862 0.783491
3335.680176 0.787546
3335.682491 0.787290
3335.684806 0.788979
3335.687121 0.782083
3335.689436 0.782271
3335.691751 0.785183
3335.694066 0.786693
3335.696381 0.789379
3335.698695 0.793497
3335.701010 0.787803
3335.703325 0.787633
3335.705640 0.790672
3335.707955 0.800547
3335.710270 0.820424
3335.712585 0.838357
3335.714899 0.863399
3335.717214 0.882538
3335.719529 0.916966
3335.721844 0.934544
3335.724159 0.954158
3335.726474 0.970849
3335.728789 0.992437
3335.731104 1.007772
3335.733418 1.019099
3335.735733 1.027824
3335.738048 1.045553
3335.740363 1.052815
3335.742678 1.064648
3335.744993 1.081815
3335.747308 1.088172
3335.749622 1.097967
3335.751937 1.105942
3335.754252 1.115441
3335.756567 1.119854
3335.758882 1.128340
3335.761197 1.136827
3335.763512 1.140533
3335.765827 1.147759
3335.768141 1.147862
3335.770456 1.155399
3335.772771 1.154944
3335.775086 1.159360
3335.777401 1.157370
3335.779716 1.153757
3335.782031 1.151342
3335.784346 1.150875
3335.786660 1.140307
3335.788975 1.139409
3335.791290 1.135498
3335.793605 1.128366
3335.795920 1.118206
3335.798235 1.111336
3335.800550 1.100165
3335.802864 1.089292
3335.805179 1.069961
3335.807494 1.066074
3335.809809 1.050365
3335.812124 1.035077
3335.814439 1.021347
3335.816754 1.014703
3335.819069 0.998719
3335.821383 0.976533
3335.823698 0.961358
3335.826013 0.931702
3335.828328 0.913990
3335.830643 0.895681
3335.832958 0.872188
3335.835273 0.850119
3335.837587 0.834808
3335.839902 0.815549
3335.842217 0.799751
3335.844532 0.796196
3335.846847 0.795234
3335.849162 0.786715
3335.851477 0.783778
3335.853792 0.780353
3335.856106 0.778370
3335.858421 0.774773
3335.860736 0.776340
3335.863051 0.780133
3335.865366 0.778275
3335.867681 0.776554
3335.869996 0.781816
3335.872311 0.781002
3335.874625 0.788204
3335.876940 0.797312
3335.879255 0.813588
3335.881570 0.834928
3335.883885 0.848416
3335.886200 0.872937
3335.888515 0.896889
3335.890829 0.915240
3335.893144 0.928541
3335.895459 0.949141
3335.897774 0.964929
3335.900089 0.977417
3335.902404 0.993346
3335.904719 1.017532
3335.907034 1.025582
3335.909348 1.034609
3335.911663 1.048118
3335.913978 1.050071
3335.916293 1.066050
3335.918608 1.072775
3335.920923 1.090748
3335.923238 1.095180
3335.925553 1.103430
3335.927867 1.112262
3335.930182 1.116729
3335.932497 1.119221
3335.934812 1.117140
3335.937127 1.129518
3335.939442 1.126441
3335.941757 1.132118
3335.944071 1.129507
3335.946386 1.129668
3335.948701 1.121730
3335.951016 1.122186
3335.953331 1.112393
3335.955646 1.117296
3335.957961 1.106392
3335.960276 1.101493
3335.962590 1.091138
3335.964905 1.087275
3335.967220 1.076093
3335.969535 1.070848
3335.971850 1.060158
3335.974165 1.053147
3335.976480 1.040198
3335.978795 1.032350
3335.981109 1.020894
3335.983424 1.005957
3335.985739 0.997816
3335.988054 0.973174
3335.990369 0.962694
3335.992684 0.947212
3335.994999 0.921404
3335.997313 0.906838
3335.999628 0.887094
3336.001943 0.859373
3336.004258 0.836691
3336.006573 0.820453
3336.008888 0.802746
3336.011203 0.788668
3336.013518 0.786824
3336.015832 0.787474
3336.018147 0.791478
3336.020462 0.785940
3336.022777 0.786087
3336.025092 0.780057
3336.027407 0.784371
3336.029722 0.787183
3336.032037 0.788090
3336.034351 0.785793
3336.036666 0.787306
3336.038981 0.790884
3336.041296 0.789357
3336.043611 0.793334
3336.045926 0.798194
3336.048241 0.805694
3336.050555 0.826856
3336.052870 0.844992
3336.055185 0.871370
3336.057500 0.892965
3336.059815 0.922670
3336.062130 0.936529
3336.064445 0.964243
3336.066760 0.979631
3336.069074 0.995906
3336.071389 1.016278
3336.073704 1.029180
3336.076019 1.038189
3336.078334 1.049565
3336.080649 1.060636
3336.082964 1.073902
3336.085279 1.082712
3336.087593 1.093092
3336.089908 1.098040
3336.092223 1.107297
3336.094538 1.117501
3336.096853 1.122544
3336.099168 1.128711
3336.101483 1.134558
3336.103797 1.143222
3336.106112 1.145078
3336.108427 1.151218
3336.110742 1.149195
3336.113057 1.159070
3336.115372 1.158270
3336.117687 1.155204
3336.120002 1.156118
3336.122316 1.151730
3336.124631 1.146342
3336.126946 1.140484
3336.129261 1.139973
3336.131576 1.129463
3336.133891 1.122504
3336.136206 1.114716
3336.138521 1.098997
3336.140835 1.095934
3336.143150 1.081492
3336.145465 1.077282
3336.147780 1.055736
3336.150095 1.047278
3336.152410 1.033920
3336.154725 1.023201
3336.157040 1.001216
3336.159354 0.992080
3336.161669 0.967570
3336.163984 0.953507
3336.166299 0.930695
3336.168614 0.907023
3336.170929 0.888159
3336.173244 0.864637
3336.175558 0.848123
3336.177873 0.827206
3336.180188 0.809866
3336.182503 0.796298
3336.184818 0.790871
3336.187133 0.791815
3336.189448 0.789301
3336.191763 0.788283
3336.194077 0.782962
3336.196392 0.782129
3336.198707 0.771189
3336.201022 0.776243
3336.203337 0.773016
3336.205652 0.776705
3336.207967 0.783002
3336.210282 0.781194
3336.212596 0.786362
3336.214911 0.787401
3336.217226 0.804790
3336.219541 0.820360
3336.221856 0.841775
3336.224171 0.856924
3336.226486 0.882334
3336.228801 0.902674
3336.231115 0.920224
3336.233430 0.946410
3336.235745 0.955051
3336.238060 0.974187
3336.240375 0.981436
3336.242690 1.000293
3336.245005 1.015620
3336.247319 1.028151
3336.249634 1.042257
3336.251949 1.044676
3336.254264 1.055511
3336.256579 1.066826
3336.258894 1.076964
3336.261209 1.090894
3336.263524 1.094283
3336.265838 1.103576
3336.268153 1.112590
3336.270468 1.116829
3336.272783 1.119750
3336.275098 1.117573
3336.277413 1.126980
3336.279728 1.131342
3336.282043 1.131451
3336.284357 1.122513
3336.286672 1.123088
3336.288987 1.122157
3336.291302 1.117697
3336.293617 1.115729
3336.295932 1.108392
3336.298247 1.102975
3336.300562 1.099583
3336.302876 1.090227
3336.305191 1.083631
3336.307506 1.078752
3336.309821 1.063206
3336.312136 1.053838
3336.314451 1.045442
3336.316766 1.037118
3336.319080 1.027665
3336.321395 1.018146
3336.323710 1.001630
3336.326025 0.990490
3336.328340 0.973208
3336.330655 0.956903
3336.332970 0.936384
3336.335285 0.914855
3336.337599 0.896725
3336.339914 0.876242
3336.342229 0.850687
3336.344544 0.832358
3336.346859 0.809635
3336.349174 0.798043
3336.351489 0.790893
3336.353804 0.783698
3336.356118 0.790869
3336.358433 0.781809
3336.360748 0.785596
3336.363063 0.784070
3336.365378 0.786040
3336.367693 0.788072
3336.370008 0.784255
3336.372323 0.784243
3336.374637 0.786951
3336.376952 0.791628
3336.379267 0.785078
3336.381582 0.785889
3336.383897 0.793730
3336.386212 0.797935
3336.388527 0.814362
3336.390842 0.831130
3336.393156 0.857593
3336.395471 0.882350
3336.397786 0.908472
3336.400101 0.930667
3336.402416 0.945790
3336.404731 0.968668
3336.407046 0.984761
3336.409360 0.998924
3336.411675 1.021088
3336.413990 1.032501
3336.416305 1.043337
3336.418620 1.051998
3336.420935 1.064928
3336.423250 1.071208
3336.425565 1.085958
3336.427879 1.094769
3336.430194 1.100538
3336.432509 1.116093
3336.434824 1.123434
3336.437139 1.128989
3336.439454 1.134875
3336.441769 1.146924
3336.444084 1.143158
3336.446398 1.145020
3336.448713 1.149266
3336.451028 1.150755
3336.453343 1.156256
3336.455658 1.153339
3336.457973 1.153297
3336.460288 1.152932
3336.462603 1.148779
3336.464917 1.148000
3336.467232 1.135790
3336.469547 1.129586
3336.471862 1.127499
3336.474177 1.116815
3336.476492 1.106300
3336.478807 1.095946
3336.481122 1.088407
3336.483436 1.079459
3336.485751 1.068594
3336.488066 1.057039
3336.490381 1.042506
3336.492696 1.027909
3336.495011 1.011032
3336.497326 0.993571
3336.499640 0.978570
3336.501955 0.963669
3336.504270 0.938986
3336.506585 0.921919
3336.508900 0.904071
3336.511215 0.880127
3336.513530 0.858902
3336.515845 0.836245
3336.518159 0.822926
3336.520474 0.807388
3336.522789 0.796135
3336.525104 0.792676
3336.527419 0.787851
3336.529734 0.790452
3336.532049 0.780677
3336.534364 0.780828
3336.536678 0.775868
3336.538993 0.780338
3336.541308 0.776103
3336.543623 0.777059
3336.545938 0.767291
3336.548253 0.774362
3336.550568 0.779686
3336.552883 0.787832
3336.555197 0.789587
3336.557512 0.808141
3336.559827 0.830731
3336.562142 0.847362
3336.564457 0.868882
3336.566772 0.889786
3336.569087 0.909283
3336.571402 0.923181
3336.573716 0.947416
3336.576031 0.961255
3336.578346 0.973927
3336.580661 0.994558
3336.582976 1.004117
3336.585291 1.013773
3336.587606 1.034180
3336.589921 1.036607
3336.592235 1.055881
3336.594550 1.060850
3336.596865 1.072681
3336.599180 1.086536
3336.601495 1.087994
3336.603810 1.095095
3336.606125 1.099998
3336.608440 1.112042
3336.610754 1.117764
3336.613069 1.115285
3336.615384 1.116892
3336.617699 1.121302
3336.620014 1.126835
3336.622329 1.124322
3336.624644 1.125388
3336.626958 1.122090
3336.629273 1.121378
3336.631588 1.116010
3336.633903 1.111841
3336.636218 1.105772
3336.638533 1.097504
3336.640848 1.093695
3336.643163 1.087418
3336.645477 1.079580
3336.647792 1.069453
3336.650107 1.060071
3336.652422 1.051332
3336.654737 1.042453
3336.657052 1.033868
3336.659367 1.027120
3336.661682 1.013826
3336.663996 0.999929
3336.666311 0.984048
3336.668626 0.968588
3336.670941 0.951007
3336.673256 0.930464
3336.675571 0.911142
3336.677886 0.886931
3336.680201 0.866463
3336.682515 0.848772
3336.684830 0.828185
3336.687145 0.800259
3336.689460 0.793048
3336.691775 0.789854
3336.694090 0.792301
3336.696405 0.787881
3336.698720 0.793638
3336.701034 0.789940
3336.703349 0.783735
3336.705664 0.783406
3336.707979 0.782579
3336.710294 0.786695
3336.712609 0.790701
3336.714924 0.789610
3336.717239 0.782346
3336.719553 0.793964
3336.721868 0.789671
3336.724183 0.789568
3336.726498 0.805311
3336.728813 0.816998
3336.731128 0.843429
3336.733443 0.866786
3336.735758 0.892756
3336.738072 0.910388
3336.740387 0.929866
3336.742702 0.959431
3336.745017 0.978066
3336.747332 0.990825
3336.749647 1.011728
3336.751962 1.028926
3336.754277 1.041836
3336.756591 1.046278
3336.758906 1.059567
3336.761221 1.070378
3336.763536 1.073845
3336.765851 1.092274
3336.768166 1.101939
3336.770481 1.108271
3336.772796 1.119502
3336.775110 1.122403
3336.777425 1.132929
3336.779740 1.137295
